:START_ID,predicate,:END_ID,:TYPE,evidence_sentence,source_chunk_id,description
chunk:728994e36825ad2bf6c8,NEXT,chunk:861852b5cc39569faf36,NEXT,,chunk:728994e36825ad2bf6c8,
chunk:728994e36825ad2bf6c8,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:728994e36825ad2bf6c8,
chunk:861852b5cc39569faf36,NEXT,chunk:4be3ab4ac6e1f7f52fae,NEXT,,chunk:861852b5cc39569faf36,
chunk:861852b5cc39569faf36,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:861852b5cc39569faf36,
chunk:4be3ab4ac6e1f7f52fae,NEXT,chunk:3929bbb53caaeba72468,NEXT,,chunk:4be3ab4ac6e1f7f52fae,
chunk:4be3ab4ac6e1f7f52fae,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:4be3ab4ac6e1f7f52fae,
chunk:3929bbb53caaeba72468,NEXT,chunk:2a33610b459eaa46d256,NEXT,,chunk:3929bbb53caaeba72468,
chunk:3929bbb53caaeba72468,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:3929bbb53caaeba72468,
chunk:2a33610b459eaa46d256,NEXT,chunk:999e8f271f59f52e77b6,NEXT,,chunk:2a33610b459eaa46d256,
chunk:2a33610b459eaa46d256,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:2a33610b459eaa46d256,
chunk:999e8f271f59f52e77b6,NEXT,chunk:1a01ac4816dad4b11a69,NEXT,,chunk:999e8f271f59f52e77b6,
chunk:999e8f271f59f52e77b6,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:999e8f271f59f52e77b6,
chunk:1a01ac4816dad4b11a69,NEXT,chunk:7fa72abd8033c0d8741a,NEXT,,chunk:1a01ac4816dad4b11a69,
chunk:1a01ac4816dad4b11a69,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:1a01ac4816dad4b11a69,
chunk:7fa72abd8033c0d8741a,NEXT,chunk:4ec4604356caf5a6f02b,NEXT,,chunk:7fa72abd8033c0d8741a,
chunk:7fa72abd8033c0d8741a,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:7fa72abd8033c0d8741a,
chunk:4ec4604356caf5a6f02b,NEXT,chunk:ae53813729768d21d1dd,NEXT,,chunk:4ec4604356caf5a6f02b,
chunk:4ec4604356caf5a6f02b,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:4ec4604356caf5a6f02b,
chunk:ae53813729768d21d1dd,NEXT,chunk:d78a0550d6dbbe96a584,NEXT,,chunk:ae53813729768d21d1dd,
chunk:ae53813729768d21d1dd,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:ae53813729768d21d1dd,
chunk:d78a0550d6dbbe96a584,NEXT,chunk:cdf34c0b4a21835a8ed7,NEXT,,chunk:d78a0550d6dbbe96a584,
chunk:d78a0550d6dbbe96a584,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:d78a0550d6dbbe96a584,
chunk:cdf34c0b4a21835a8ed7,NEXT,chunk:48d29dade07696c0afa4,NEXT,,chunk:cdf34c0b4a21835a8ed7,
chunk:cdf34c0b4a21835a8ed7,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:cdf34c0b4a21835a8ed7,
chunk:48d29dade07696c0afa4,NEXT,chunk:ed2d4ac01afd761df323,NEXT,,chunk:48d29dade07696c0afa4,
chunk:48d29dade07696c0afa4,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:48d29dade07696c0afa4,
chunk:ed2d4ac01afd761df323,PART_OF,document:056ddacd59f4359a5edd,PART_OF,,chunk:ed2d4ac01afd761df323,
chunk:2f0f6e74aa02281c2b38,NEXT,chunk:c96e6429f4eddbc64cab,NEXT,,chunk:2f0f6e74aa02281c2b38,
chunk:2f0f6e74aa02281c2b38,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:2f0f6e74aa02281c2b38,
chunk:c96e6429f4eddbc64cab,NEXT,chunk:bce378c6d87fd558fc1e,NEXT,,chunk:c96e6429f4eddbc64cab,
chunk:c96e6429f4eddbc64cab,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:c96e6429f4eddbc64cab,
chunk:bce378c6d87fd558fc1e,NEXT,chunk:c1e5a6e837d4a2355a68,NEXT,,chunk:bce378c6d87fd558fc1e,
chunk:bce378c6d87fd558fc1e,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:bce378c6d87fd558fc1e,
chunk:c1e5a6e837d4a2355a68,NEXT,chunk:d5972217e6c77c667f04,NEXT,,chunk:c1e5a6e837d4a2355a68,
chunk:c1e5a6e837d4a2355a68,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:c1e5a6e837d4a2355a68,
chunk:d5972217e6c77c667f04,NEXT,chunk:c884c3d2f1a42a53412e,NEXT,,chunk:d5972217e6c77c667f04,
chunk:d5972217e6c77c667f04,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:d5972217e6c77c667f04,
chunk:c884c3d2f1a42a53412e,NEXT,chunk:2c7eb77bd131e90b8838,NEXT,,chunk:c884c3d2f1a42a53412e,
chunk:c884c3d2f1a42a53412e,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:c884c3d2f1a42a53412e,
chunk:2c7eb77bd131e90b8838,NEXT,chunk:3a62e7d7bc542d5c63a6,NEXT,,chunk:2c7eb77bd131e90b8838,
chunk:2c7eb77bd131e90b8838,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:2c7eb77bd131e90b8838,
chunk:3a62e7d7bc542d5c63a6,NEXT,chunk:28ccc04eab0d0337f995,NEXT,,chunk:3a62e7d7bc542d5c63a6,
chunk:3a62e7d7bc542d5c63a6,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:3a62e7d7bc542d5c63a6,
chunk:28ccc04eab0d0337f995,NEXT,chunk:30ad4067495f48d0e14f,NEXT,,chunk:28ccc04eab0d0337f995,
chunk:28ccc04eab0d0337f995,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:28ccc04eab0d0337f995,
chunk:30ad4067495f48d0e14f,NEXT,chunk:e4ff66efa0ce0aa6413e,NEXT,,chunk:30ad4067495f48d0e14f,
chunk:30ad4067495f48d0e14f,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:30ad4067495f48d0e14f,
chunk:e4ff66efa0ce0aa6413e,NEXT,chunk:48af5c3ac3177977caf5,NEXT,,chunk:e4ff66efa0ce0aa6413e,
chunk:e4ff66efa0ce0aa6413e,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:e4ff66efa0ce0aa6413e,
chunk:48af5c3ac3177977caf5,NEXT,chunk:71704f37e76a6bbf81d3,NEXT,,chunk:48af5c3ac3177977caf5,
chunk:48af5c3ac3177977caf5,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:48af5c3ac3177977caf5,
chunk:71704f37e76a6bbf81d3,NEXT,chunk:ee5f6ecac38fb3d74cb5,NEXT,,chunk:71704f37e76a6bbf81d3,
chunk:71704f37e76a6bbf81d3,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:71704f37e76a6bbf81d3,
chunk:ee5f6ecac38fb3d74cb5,NEXT,chunk:516db6fac8ab89aeeb6f,NEXT,,chunk:ee5f6ecac38fb3d74cb5,
chunk:ee5f6ecac38fb3d74cb5,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:ee5f6ecac38fb3d74cb5,
chunk:516db6fac8ab89aeeb6f,NEXT,chunk:497530e3c63946a2ce04,NEXT,,chunk:516db6fac8ab89aeeb6f,
chunk:516db6fac8ab89aeeb6f,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:516db6fac8ab89aeeb6f,
chunk:497530e3c63946a2ce04,NEXT,chunk:c0e3053f3a84b6f369af,NEXT,,chunk:497530e3c63946a2ce04,
chunk:497530e3c63946a2ce04,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:497530e3c63946a2ce04,
chunk:c0e3053f3a84b6f369af,NEXT,chunk:b0a1fa468f1b67137efc,NEXT,,chunk:c0e3053f3a84b6f369af,
chunk:c0e3053f3a84b6f369af,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:c0e3053f3a84b6f369af,
chunk:b0a1fa468f1b67137efc,NEXT,chunk:5688c00b3a6c25f98e5b,NEXT,,chunk:b0a1fa468f1b67137efc,
chunk:b0a1fa468f1b67137efc,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:b0a1fa468f1b67137efc,
chunk:5688c00b3a6c25f98e5b,NEXT,chunk:3cbbb9f7e874f0b4faf7,NEXT,,chunk:5688c00b3a6c25f98e5b,
chunk:5688c00b3a6c25f98e5b,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:5688c00b3a6c25f98e5b,
chunk:3cbbb9f7e874f0b4faf7,NEXT,chunk:8cd4d6dfb890aa3c500a,NEXT,,chunk:3cbbb9f7e874f0b4faf7,
chunk:3cbbb9f7e874f0b4faf7,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:3cbbb9f7e874f0b4faf7,
chunk:8cd4d6dfb890aa3c500a,NEXT,chunk:0c1ee517178f3b0c1859,NEXT,,chunk:8cd4d6dfb890aa3c500a,
chunk:8cd4d6dfb890aa3c500a,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:8cd4d6dfb890aa3c500a,
chunk:0c1ee517178f3b0c1859,NEXT,chunk:7e3f6e7022e0643ebf56,NEXT,,chunk:0c1ee517178f3b0c1859,
chunk:0c1ee517178f3b0c1859,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:0c1ee517178f3b0c1859,
chunk:7e3f6e7022e0643ebf56,PART_OF,document:9ede70896629bdf5d773,PART_OF,,chunk:7e3f6e7022e0643ebf56,
chunk:ec17945ae8b921431178,NEXT,chunk:37b54e27cc001135d65a,NEXT,,chunk:ec17945ae8b921431178,
chunk:ec17945ae8b921431178,PART_OF,document:a4fd1f4eda7ba553d9fc,PART_OF,,chunk:ec17945ae8b921431178,
chunk:37b54e27cc001135d65a,NEXT,chunk:e990872120c7586f6544,NEXT,,chunk:37b54e27cc001135d65a,
chunk:37b54e27cc001135d65a,PART_OF,document:a4fd1f4eda7ba553d9fc,PART_OF,,chunk:37b54e27cc001135d65a,
chunk:e990872120c7586f6544,NEXT,chunk:6b2ffd6ebb3666227c19,NEXT,,chunk:e990872120c7586f6544,
chunk:e990872120c7586f6544,PART_OF,document:a4fd1f4eda7ba553d9fc,PART_OF,,chunk:e990872120c7586f6544,
chunk:6b2ffd6ebb3666227c19,NEXT,chunk:f8c5fe8e0febfe5b263d,NEXT,,chunk:6b2ffd6ebb3666227c19,
chunk:6b2ffd6ebb3666227c19,PART_OF,document:a4fd1f4eda7ba553d9fc,PART_OF,,chunk:6b2ffd6ebb3666227c19,
chunk:f8c5fe8e0febfe5b263d,PART_OF,document:a4fd1f4eda7ba553d9fc,PART_OF,,chunk:f8c5fe8e0febfe5b263d,
chunk:fa56a96aa690a5d27f02,NEXT,chunk:b12fdbf5d7d7f13f3cd8,NEXT,,chunk:fa56a96aa690a5d27f02,
chunk:fa56a96aa690a5d27f02,PART_OF,document:956905b48981a266c62b,PART_OF,,chunk:fa56a96aa690a5d27f02,
chunk:b12fdbf5d7d7f13f3cd8,NEXT,chunk:1e7235c77cb08d09389b,NEXT,,chunk:b12fdbf5d7d7f13f3cd8,
chunk:b12fdbf5d7d7f13f3cd8,PART_OF,document:956905b48981a266c62b,PART_OF,,chunk:b12fdbf5d7d7f13f3cd8,
chunk:1e7235c77cb08d09389b,NEXT,chunk:c9cb95d40bbc520ff78e,NEXT,,chunk:1e7235c77cb08d09389b,
chunk:1e7235c77cb08d09389b,PART_OF,document:956905b48981a266c62b,PART_OF,,chunk:1e7235c77cb08d09389b,
chunk:c9cb95d40bbc520ff78e,NEXT,chunk:a2dcc48f4126a93260be,NEXT,,chunk:c9cb95d40bbc520ff78e,
chunk:c9cb95d40bbc520ff78e,PART_OF,document:956905b48981a266c62b,PART_OF,,chunk:c9cb95d40bbc520ff78e,
chunk:a2dcc48f4126a93260be,PART_OF,document:956905b48981a266c62b,PART_OF,,chunk:a2dcc48f4126a93260be,
chunk:6ffb5f36293f6538caed,NEXT,chunk:2dc0f632ffd135dbb4d3,NEXT,,chunk:6ffb5f36293f6538caed,
chunk:6ffb5f36293f6538caed,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:6ffb5f36293f6538caed,
chunk:2dc0f632ffd135dbb4d3,NEXT,chunk:e8355444ce8d8eee58a0,NEXT,,chunk:2dc0f632ffd135dbb4d3,
chunk:2dc0f632ffd135dbb4d3,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:2dc0f632ffd135dbb4d3,
chunk:e8355444ce8d8eee58a0,NEXT,chunk:32da756b0e108f856c8a,NEXT,,chunk:e8355444ce8d8eee58a0,
chunk:e8355444ce8d8eee58a0,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:e8355444ce8d8eee58a0,
chunk:32da756b0e108f856c8a,NEXT,chunk:01f7d2933e694339e3f2,NEXT,,chunk:32da756b0e108f856c8a,
chunk:32da756b0e108f856c8a,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:32da756b0e108f856c8a,
chunk:01f7d2933e694339e3f2,NEXT,chunk:ff1961033d3c25d18adc,NEXT,,chunk:01f7d2933e694339e3f2,
chunk:01f7d2933e694339e3f2,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:01f7d2933e694339e3f2,
chunk:ff1961033d3c25d18adc,NEXT,chunk:a489ef7fad369142cc71,NEXT,,chunk:ff1961033d3c25d18adc,
chunk:ff1961033d3c25d18adc,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:ff1961033d3c25d18adc,
chunk:a489ef7fad369142cc71,NEXT,chunk:159dcc197348cfeacdb1,NEXT,,chunk:a489ef7fad369142cc71,
chunk:a489ef7fad369142cc71,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:a489ef7fad369142cc71,
chunk:159dcc197348cfeacdb1,NEXT,chunk:3d7451b5107674ce832a,NEXT,,chunk:159dcc197348cfeacdb1,
chunk:159dcc197348cfeacdb1,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:159dcc197348cfeacdb1,
chunk:3d7451b5107674ce832a,NEXT,chunk:783cfc545a6934b44232,NEXT,,chunk:3d7451b5107674ce832a,
chunk:3d7451b5107674ce832a,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:3d7451b5107674ce832a,
chunk:783cfc545a6934b44232,NEXT,chunk:ad7490e2ae72a220a784,NEXT,,chunk:783cfc545a6934b44232,
chunk:783cfc545a6934b44232,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:783cfc545a6934b44232,
chunk:ad7490e2ae72a220a784,NEXT,chunk:3c799e874de2aed182bc,NEXT,,chunk:ad7490e2ae72a220a784,
chunk:ad7490e2ae72a220a784,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:ad7490e2ae72a220a784,
chunk:3c799e874de2aed182bc,NEXT,chunk:bd7b6e31ccc300774490,NEXT,,chunk:3c799e874de2aed182bc,
chunk:3c799e874de2aed182bc,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:3c799e874de2aed182bc,
chunk:bd7b6e31ccc300774490,NEXT,chunk:14913d023b04aad71cce,NEXT,,chunk:bd7b6e31ccc300774490,
chunk:bd7b6e31ccc300774490,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:bd7b6e31ccc300774490,
chunk:14913d023b04aad71cce,NEXT,chunk:1251e01329e439918705,NEXT,,chunk:14913d023b04aad71cce,
chunk:14913d023b04aad71cce,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:14913d023b04aad71cce,
chunk:1251e01329e439918705,NEXT,chunk:332c60b0d16a01541b94,NEXT,,chunk:1251e01329e439918705,
chunk:1251e01329e439918705,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:1251e01329e439918705,
chunk:332c60b0d16a01541b94,NEXT,chunk:d82777568018b2b6f45b,NEXT,,chunk:332c60b0d16a01541b94,
chunk:332c60b0d16a01541b94,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:332c60b0d16a01541b94,
chunk:d82777568018b2b6f45b,PART_OF,document:5ab322e9a0159f7109f8,PART_OF,,chunk:d82777568018b2b6f45b,
chunk:d0ad17da5df3ba0ff963,NEXT,chunk:7bec2d945628d1b31be7,NEXT,,chunk:d0ad17da5df3ba0ff963,
chunk:d0ad17da5df3ba0ff963,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:d0ad17da5df3ba0ff963,
chunk:7bec2d945628d1b31be7,NEXT,chunk:0621be71fb8a734fdad2,NEXT,,chunk:7bec2d945628d1b31be7,
chunk:7bec2d945628d1b31be7,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:7bec2d945628d1b31be7,
chunk:0621be71fb8a734fdad2,NEXT,chunk:6cf5c83e6c39a1c5f3a0,NEXT,,chunk:0621be71fb8a734fdad2,
chunk:0621be71fb8a734fdad2,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:0621be71fb8a734fdad2,
chunk:6cf5c83e6c39a1c5f3a0,NEXT,chunk:5afdc690b7a92a81c0eb,NEXT,,chunk:6cf5c83e6c39a1c5f3a0,
chunk:6cf5c83e6c39a1c5f3a0,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:6cf5c83e6c39a1c5f3a0,
chunk:5afdc690b7a92a81c0eb,NEXT,chunk:55e7d4741756bc6f4016,NEXT,,chunk:5afdc690b7a92a81c0eb,
chunk:5afdc690b7a92a81c0eb,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:5afdc690b7a92a81c0eb,
chunk:55e7d4741756bc6f4016,NEXT,chunk:62b42910ac29f85edd59,NEXT,,chunk:55e7d4741756bc6f4016,
chunk:55e7d4741756bc6f4016,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:55e7d4741756bc6f4016,
chunk:62b42910ac29f85edd59,NEXT,chunk:132c5199f667dda4836f,NEXT,,chunk:62b42910ac29f85edd59,
chunk:62b42910ac29f85edd59,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:62b42910ac29f85edd59,
chunk:132c5199f667dda4836f,NEXT,chunk:f89917a2a8bc9bf3be2e,NEXT,,chunk:132c5199f667dda4836f,
chunk:132c5199f667dda4836f,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:132c5199f667dda4836f,
chunk:f89917a2a8bc9bf3be2e,NEXT,chunk:d840dbefd0c45c239363,NEXT,,chunk:f89917a2a8bc9bf3be2e,
chunk:f89917a2a8bc9bf3be2e,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:f89917a2a8bc9bf3be2e,
chunk:d840dbefd0c45c239363,NEXT,chunk:df41515ee898d2a089d5,NEXT,,chunk:d840dbefd0c45c239363,
chunk:d840dbefd0c45c239363,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:d840dbefd0c45c239363,
chunk:df41515ee898d2a089d5,NEXT,chunk:38c905f914a978786092,NEXT,,chunk:df41515ee898d2a089d5,
chunk:df41515ee898d2a089d5,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:df41515ee898d2a089d5,
chunk:38c905f914a978786092,NEXT,chunk:f524448d36768d2f1f7e,NEXT,,chunk:38c905f914a978786092,
chunk:38c905f914a978786092,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:38c905f914a978786092,
chunk:f524448d36768d2f1f7e,NEXT,chunk:6eed09fd7620faec7b6e,NEXT,,chunk:f524448d36768d2f1f7e,
chunk:f524448d36768d2f1f7e,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:f524448d36768d2f1f7e,
chunk:6eed09fd7620faec7b6e,NEXT,chunk:62793ea80935e0833ee7,NEXT,,chunk:6eed09fd7620faec7b6e,
chunk:6eed09fd7620faec7b6e,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:6eed09fd7620faec7b6e,
chunk:62793ea80935e0833ee7,NEXT,chunk:5925d8b1678aa1c9f450,NEXT,,chunk:62793ea80935e0833ee7,
chunk:62793ea80935e0833ee7,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:62793ea80935e0833ee7,
chunk:5925d8b1678aa1c9f450,NEXT,chunk:229ead9ef6f6847ed057,NEXT,,chunk:5925d8b1678aa1c9f450,
chunk:5925d8b1678aa1c9f450,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:5925d8b1678aa1c9f450,
chunk:229ead9ef6f6847ed057,NEXT,chunk:bb42e49658a93c638256,NEXT,,chunk:229ead9ef6f6847ed057,
chunk:229ead9ef6f6847ed057,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:229ead9ef6f6847ed057,
chunk:bb42e49658a93c638256,NEXT,chunk:c33adf64c7b1fae19f57,NEXT,,chunk:bb42e49658a93c638256,
chunk:bb42e49658a93c638256,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:bb42e49658a93c638256,
chunk:c33adf64c7b1fae19f57,NEXT,chunk:346fc7926f475b77d776,NEXT,,chunk:c33adf64c7b1fae19f57,
chunk:c33adf64c7b1fae19f57,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:c33adf64c7b1fae19f57,
chunk:346fc7926f475b77d776,NEXT,chunk:5537e1323c17e8afe27d,NEXT,,chunk:346fc7926f475b77d776,
chunk:346fc7926f475b77d776,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:346fc7926f475b77d776,
chunk:5537e1323c17e8afe27d,NEXT,chunk:49d8dfb5da7f2d4ab6ba,NEXT,,chunk:5537e1323c17e8afe27d,
chunk:5537e1323c17e8afe27d,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:5537e1323c17e8afe27d,
chunk:49d8dfb5da7f2d4ab6ba,NEXT,chunk:c050e5e3ebcad9e99174,NEXT,,chunk:49d8dfb5da7f2d4ab6ba,
chunk:49d8dfb5da7f2d4ab6ba,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:49d8dfb5da7f2d4ab6ba,
chunk:c050e5e3ebcad9e99174,NEXT,chunk:67f44e8f88eb289dd9a3,NEXT,,chunk:c050e5e3ebcad9e99174,
chunk:c050e5e3ebcad9e99174,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:c050e5e3ebcad9e99174,
chunk:67f44e8f88eb289dd9a3,NEXT,chunk:29875d74977f3b466f69,NEXT,,chunk:67f44e8f88eb289dd9a3,
chunk:67f44e8f88eb289dd9a3,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:67f44e8f88eb289dd9a3,
chunk:29875d74977f3b466f69,NEXT,chunk:46f66862e92c7b495dee,NEXT,,chunk:29875d74977f3b466f69,
chunk:29875d74977f3b466f69,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:29875d74977f3b466f69,
chunk:46f66862e92c7b495dee,NEXT,chunk:6e9a2c74c1ad6a6975b0,NEXT,,chunk:46f66862e92c7b495dee,
chunk:46f66862e92c7b495dee,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:46f66862e92c7b495dee,
chunk:6e9a2c74c1ad6a6975b0,NEXT,chunk:0d474699f236846212ec,NEXT,,chunk:6e9a2c74c1ad6a6975b0,
chunk:6e9a2c74c1ad6a6975b0,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:6e9a2c74c1ad6a6975b0,
chunk:0d474699f236846212ec,NEXT,chunk:a96792ec46f00660e70c,NEXT,,chunk:0d474699f236846212ec,
chunk:0d474699f236846212ec,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:0d474699f236846212ec,
chunk:a96792ec46f00660e70c,NEXT,chunk:a7e4f49f9c5aa6ba3b6a,NEXT,,chunk:a96792ec46f00660e70c,
chunk:a96792ec46f00660e70c,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:a96792ec46f00660e70c,
chunk:a7e4f49f9c5aa6ba3b6a,NEXT,chunk:f88b179f53c4212ab9ea,NEXT,,chunk:a7e4f49f9c5aa6ba3b6a,
chunk:a7e4f49f9c5aa6ba3b6a,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:a7e4f49f9c5aa6ba3b6a,
chunk:f88b179f53c4212ab9ea,NEXT,chunk:f6ff938fb176585ec6a4,NEXT,,chunk:f88b179f53c4212ab9ea,
chunk:f88b179f53c4212ab9ea,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:f88b179f53c4212ab9ea,
chunk:f6ff938fb176585ec6a4,NEXT,chunk:badc9bad30d5c6916868,NEXT,,chunk:f6ff938fb176585ec6a4,
chunk:f6ff938fb176585ec6a4,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:f6ff938fb176585ec6a4,
chunk:badc9bad30d5c6916868,NEXT,chunk:78e8707c1d93d7c60bfa,NEXT,,chunk:badc9bad30d5c6916868,
chunk:badc9bad30d5c6916868,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:badc9bad30d5c6916868,
chunk:78e8707c1d93d7c60bfa,NEXT,chunk:4920febad9f9b7783b5b,NEXT,,chunk:78e8707c1d93d7c60bfa,
chunk:78e8707c1d93d7c60bfa,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:78e8707c1d93d7c60bfa,
chunk:4920febad9f9b7783b5b,NEXT,chunk:6cd4b8c09dd703442c0d,NEXT,,chunk:4920febad9f9b7783b5b,
chunk:4920febad9f9b7783b5b,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:4920febad9f9b7783b5b,
chunk:6cd4b8c09dd703442c0d,NEXT,chunk:d576162d9e1c8e044503,NEXT,,chunk:6cd4b8c09dd703442c0d,
chunk:6cd4b8c09dd703442c0d,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:6cd4b8c09dd703442c0d,
chunk:d576162d9e1c8e044503,NEXT,chunk:cc5225b1c6b2f55b4831,NEXT,,chunk:d576162d9e1c8e044503,
chunk:d576162d9e1c8e044503,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:d576162d9e1c8e044503,
chunk:cc5225b1c6b2f55b4831,NEXT,chunk:ca8686666ad7569011e5,NEXT,,chunk:cc5225b1c6b2f55b4831,
chunk:cc5225b1c6b2f55b4831,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:cc5225b1c6b2f55b4831,
chunk:ca8686666ad7569011e5,NEXT,chunk:8cda9a7524b0c0b9a6dc,NEXT,,chunk:ca8686666ad7569011e5,
chunk:ca8686666ad7569011e5,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:ca8686666ad7569011e5,
chunk:8cda9a7524b0c0b9a6dc,NEXT,chunk:91eefeea5bf6fb03ecef,NEXT,,chunk:8cda9a7524b0c0b9a6dc,
chunk:8cda9a7524b0c0b9a6dc,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:8cda9a7524b0c0b9a6dc,
chunk:91eefeea5bf6fb03ecef,NEXT,chunk:d1251764dbc6245e8d7d,NEXT,,chunk:91eefeea5bf6fb03ecef,
chunk:91eefeea5bf6fb03ecef,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:91eefeea5bf6fb03ecef,
chunk:d1251764dbc6245e8d7d,NEXT,chunk:c51e64b914bfb16ea61c,NEXT,,chunk:d1251764dbc6245e8d7d,
chunk:d1251764dbc6245e8d7d,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:d1251764dbc6245e8d7d,
