:START_ID,predicate,:END_ID,:TYPE,evidence_sentence,source_chunk_id,description
chunk:c51e64b914bfb16ea61c,NEXT,chunk:b47094c7648a1c22cd41,NEXT,,chunk:c51e64b914bfb16ea61c,
chunk:c51e64b914bfb16ea61c,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:c51e64b914bfb16ea61c,
chunk:b47094c7648a1c22cd41,NEXT,chunk:1671c1726a3834b82efd,NEXT,,chunk:b47094c7648a1c22cd41,
chunk:b47094c7648a1c22cd41,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:b47094c7648a1c22cd41,
chunk:1671c1726a3834b82efd,NEXT,chunk:f809197368c9662d8ddb,NEXT,,chunk:1671c1726a3834b82efd,
chunk:1671c1726a3834b82efd,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:1671c1726a3834b82efd,
chunk:f809197368c9662d8ddb,NEXT,chunk:fc7b2e06c716d2ccd761,NEXT,,chunk:f809197368c9662d8ddb,
chunk:f809197368c9662d8ddb,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:f809197368c9662d8ddb,
chunk:fc7b2e06c716d2ccd761,NEXT,chunk:5cb9307239eb74500155,NEXT,,chunk:fc7b2e06c716d2ccd761,
chunk:fc7b2e06c716d2ccd761,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:fc7b2e06c716d2ccd761,
chunk:5cb9307239eb74500155,NEXT,chunk:70326eec783cd355e98a,NEXT,,chunk:5cb9307239eb74500155,
chunk:5cb9307239eb74500155,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:5cb9307239eb74500155,
chunk:70326eec783cd355e98a,NEXT,chunk:02a2a0a3ed9cdd2f1e95,NEXT,,chunk:70326eec783cd355e98a,
chunk:70326eec783cd355e98a,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:70326eec783cd355e98a,
chunk:02a2a0a3ed9cdd2f1e95,NEXT,chunk:29a876b5e7352c82e13a,NEXT,,chunk:02a2a0a3ed9cdd2f1e95,
chunk:02a2a0a3ed9cdd2f1e95,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:02a2a0a3ed9cdd2f1e95,
chunk:29a876b5e7352c82e13a,NEXT,chunk:92cb50ea71088c636d16,NEXT,,chunk:29a876b5e7352c82e13a,
chunk:29a876b5e7352c82e13a,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:29a876b5e7352c82e13a,
chunk:92cb50ea71088c636d16,NEXT,chunk:f6390d1eafcf9f8758da,NEXT,,chunk:92cb50ea71088c636d16,
chunk:92cb50ea71088c636d16,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:92cb50ea71088c636d16,
chunk:f6390d1eafcf9f8758da,NEXT,chunk:bc3ca42f30d10e573906,NEXT,,chunk:f6390d1eafcf9f8758da,
chunk:f6390d1eafcf9f8758da,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:f6390d1eafcf9f8758da,
chunk:bc3ca42f30d10e573906,NEXT,chunk:d2a778c670b4e537859f,NEXT,,chunk:bc3ca42f30d10e573906,
chunk:bc3ca42f30d10e573906,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:bc3ca42f30d10e573906,
chunk:d2a778c670b4e537859f,NEXT,chunk:654e9b154d3e02bb51f5,NEXT,,chunk:d2a778c670b4e537859f,
chunk:d2a778c670b4e537859f,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:d2a778c670b4e537859f,
chunk:654e9b154d3e02bb51f5,NEXT,chunk:636f250c5c07404ce08f,NEXT,,chunk:654e9b154d3e02bb51f5,
chunk:654e9b154d3e02bb51f5,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:654e9b154d3e02bb51f5,
chunk:636f250c5c07404ce08f,NEXT,chunk:2c4d7f01ce1bcf506b00,NEXT,,chunk:636f250c5c07404ce08f,
chunk:636f250c5c07404ce08f,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:636f250c5c07404ce08f,
chunk:2c4d7f01ce1bcf506b00,NEXT,chunk:1828285ce5612abcac2b,NEXT,,chunk:2c4d7f01ce1bcf506b00,
chunk:2c4d7f01ce1bcf506b00,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:2c4d7f01ce1bcf506b00,
chunk:1828285ce5612abcac2b,NEXT,chunk:e29ab21b7702b7393ff5,NEXT,,chunk:1828285ce5612abcac2b,
chunk:1828285ce5612abcac2b,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:1828285ce5612abcac2b,
chunk:e29ab21b7702b7393ff5,NEXT,chunk:2476328d95736dc987fe,NEXT,,chunk:e29ab21b7702b7393ff5,
chunk:e29ab21b7702b7393ff5,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:e29ab21b7702b7393ff5,
chunk:2476328d95736dc987fe,NEXT,chunk:af415c67c189eb4f8eff,NEXT,,chunk:2476328d95736dc987fe,
chunk:2476328d95736dc987fe,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:2476328d95736dc987fe,
chunk:af415c67c189eb4f8eff,NEXT,chunk:1a561ffe93e448b6ada8,NEXT,,chunk:af415c67c189eb4f8eff,
chunk:af415c67c189eb4f8eff,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:af415c67c189eb4f8eff,
chunk:1a561ffe93e448b6ada8,NEXT,chunk:57a7a76ff5c20c787fe7,NEXT,,chunk:1a561ffe93e448b6ada8,
chunk:1a561ffe93e448b6ada8,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:1a561ffe93e448b6ada8,
chunk:57a7a76ff5c20c787fe7,NEXT,chunk:43911a6a5c88147fb5e8,NEXT,,chunk:57a7a76ff5c20c787fe7,
chunk:57a7a76ff5c20c787fe7,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:57a7a76ff5c20c787fe7,
chunk:43911a6a5c88147fb5e8,NEXT,chunk:1dadde0b61beef853c1f,NEXT,,chunk:43911a6a5c88147fb5e8,
chunk:43911a6a5c88147fb5e8,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:43911a6a5c88147fb5e8,
chunk:1dadde0b61beef853c1f,NEXT,chunk:3cbee2decc840bd43da9,NEXT,,chunk:1dadde0b61beef853c1f,
chunk:1dadde0b61beef853c1f,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:1dadde0b61beef853c1f,
chunk:3cbee2decc840bd43da9,NEXT,chunk:7481a0e3b2a359dbe667,NEXT,,chunk:3cbee2decc840bd43da9,
chunk:3cbee2decc840bd43da9,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:3cbee2decc840bd43da9,
chunk:7481a0e3b2a359dbe667,NEXT,chunk:565390208cea5d08c961,NEXT,,chunk:7481a0e3b2a359dbe667,
chunk:7481a0e3b2a359dbe667,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:7481a0e3b2a359dbe667,
chunk:565390208cea5d08c961,NEXT,chunk:822ce3fde1c7529ab793,NEXT,,chunk:565390208cea5d08c961,
chunk:565390208cea5d08c961,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:565390208cea5d08c961,
chunk:822ce3fde1c7529ab793,NEXT,chunk:799e7bf44384daa47ae8,NEXT,,chunk:822ce3fde1c7529ab793,
chunk:822ce3fde1c7529ab793,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:822ce3fde1c7529ab793,
chunk:799e7bf44384daa47ae8,NEXT,chunk:17cad2310d1c73618150,NEXT,,chunk:799e7bf44384daa47ae8,
chunk:799e7bf44384daa47ae8,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:799e7bf44384daa47ae8,
chunk:17cad2310d1c73618150,NEXT,chunk:e5de34fedd9f9b967871,NEXT,,chunk:17cad2310d1c73618150,
chunk:17cad2310d1c73618150,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:17cad2310d1c73618150,
chunk:e5de34fedd9f9b967871,NEXT,chunk:6909f48bba11749c061f,NEXT,,chunk:e5de34fedd9f9b967871,
chunk:e5de34fedd9f9b967871,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:e5de34fedd9f9b967871,
chunk:6909f48bba11749c061f,NEXT,chunk:18444b6a934cbfc63e15,NEXT,,chunk:6909f48bba11749c061f,
chunk:6909f48bba11749c061f,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:6909f48bba11749c061f,
chunk:18444b6a934cbfc63e15,NEXT,chunk:dadc11b3cad00743228d,NEXT,,chunk:18444b6a934cbfc63e15,
chunk:18444b6a934cbfc63e15,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:18444b6a934cbfc63e15,
chunk:dadc11b3cad00743228d,NEXT,chunk:009495ea0c40f237edfd,NEXT,,chunk:dadc11b3cad00743228d,
chunk:dadc11b3cad00743228d,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:dadc11b3cad00743228d,
chunk:009495ea0c40f237edfd,NEXT,chunk:029b29d75ea85662e08a,NEXT,,chunk:009495ea0c40f237edfd,
chunk:009495ea0c40f237edfd,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:009495ea0c40f237edfd,
chunk:029b29d75ea85662e08a,NEXT,chunk:c6b317e861c0815aa052,NEXT,,chunk:029b29d75ea85662e08a,
chunk:029b29d75ea85662e08a,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:029b29d75ea85662e08a,
chunk:c6b317e861c0815aa052,NEXT,chunk:4bb2129cfc4efddc5899,NEXT,,chunk:c6b317e861c0815aa052,
chunk:c6b317e861c0815aa052,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:c6b317e861c0815aa052,
chunk:4bb2129cfc4efddc5899,NEXT,chunk:bcf9175d6a4858d96361,NEXT,,chunk:4bb2129cfc4efddc5899,
chunk:4bb2129cfc4efddc5899,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:4bb2129cfc4efddc5899,
chunk:bcf9175d6a4858d96361,NEXT,chunk:2ec32be28573284d80c2,NEXT,,chunk:bcf9175d6a4858d96361,
chunk:bcf9175d6a4858d96361,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:bcf9175d6a4858d96361,
chunk:2ec32be28573284d80c2,NEXT,chunk:4926db6555163ef5ea70,NEXT,,chunk:2ec32be28573284d80c2,
chunk:2ec32be28573284d80c2,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:2ec32be28573284d80c2,
chunk:4926db6555163ef5ea70,NEXT,chunk:5e42c5ae3f7fc7bd7d0f,NEXT,,chunk:4926db6555163ef5ea70,
chunk:4926db6555163ef5ea70,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:4926db6555163ef5ea70,
chunk:5e42c5ae3f7fc7bd7d0f,NEXT,chunk:665bfe17ca6e2f0ff068,NEXT,,chunk:5e42c5ae3f7fc7bd7d0f,
chunk:5e42c5ae3f7fc7bd7d0f,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:5e42c5ae3f7fc7bd7d0f,
chunk:665bfe17ca6e2f0ff068,NEXT,chunk:c1946d1f40ccf7ddac90,NEXT,,chunk:665bfe17ca6e2f0ff068,
chunk:665bfe17ca6e2f0ff068,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:665bfe17ca6e2f0ff068,
chunk:c1946d1f40ccf7ddac90,NEXT,chunk:dfe48007e1d99b79b261,NEXT,,chunk:c1946d1f40ccf7ddac90,
chunk:c1946d1f40ccf7ddac90,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:c1946d1f40ccf7ddac90,
chunk:dfe48007e1d99b79b261,NEXT,chunk:76a4a73e87fc7f97cb0d,NEXT,,chunk:dfe48007e1d99b79b261,
chunk:dfe48007e1d99b79b261,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:dfe48007e1d99b79b261,
chunk:76a4a73e87fc7f97cb0d,PART_OF,document:aa21abe75d71c665121f,PART_OF,,chunk:76a4a73e87fc7f97cb0d,
chunk:05b4376a4da0a51e695e,NEXT,chunk:942e74b98f430819243a,NEXT,,chunk:05b4376a4da0a51e695e,
chunk:05b4376a4da0a51e695e,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:05b4376a4da0a51e695e,
chunk:942e74b98f430819243a,NEXT,chunk:d3c0b92da83fd51da20d,NEXT,,chunk:942e74b98f430819243a,
chunk:942e74b98f430819243a,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:942e74b98f430819243a,
chunk:d3c0b92da83fd51da20d,NEXT,chunk:007cb1d02694735e103a,NEXT,,chunk:d3c0b92da83fd51da20d,
chunk:d3c0b92da83fd51da20d,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:d3c0b92da83fd51da20d,
chunk:007cb1d02694735e103a,NEXT,chunk:065be5ce86b316632894,NEXT,,chunk:007cb1d02694735e103a,
chunk:007cb1d02694735e103a,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:007cb1d02694735e103a,
chunk:065be5ce86b316632894,NEXT,chunk:5ca72020167e4947f6bd,NEXT,,chunk:065be5ce86b316632894,
chunk:065be5ce86b316632894,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:065be5ce86b316632894,
chunk:5ca72020167e4947f6bd,NEXT,chunk:fec08c944267685a705d,NEXT,,chunk:5ca72020167e4947f6bd,
chunk:5ca72020167e4947f6bd,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:5ca72020167e4947f6bd,
chunk:fec08c944267685a705d,NEXT,chunk:35506d9932ce625c5211,NEXT,,chunk:fec08c944267685a705d,
chunk:fec08c944267685a705d,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:fec08c944267685a705d,
chunk:35506d9932ce625c5211,NEXT,chunk:2116fa9fd53dd586bee6,NEXT,,chunk:35506d9932ce625c5211,
chunk:35506d9932ce625c5211,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:35506d9932ce625c5211,
chunk:2116fa9fd53dd586bee6,NEXT,chunk:82f15f02d3fd39337138,NEXT,,chunk:2116fa9fd53dd586bee6,
chunk:2116fa9fd53dd586bee6,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:2116fa9fd53dd586bee6,
chunk:82f15f02d3fd39337138,NEXT,chunk:dae72318a864e5902957,NEXT,,chunk:82f15f02d3fd39337138,
chunk:82f15f02d3fd39337138,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:82f15f02d3fd39337138,
chunk:dae72318a864e5902957,NEXT,chunk:fe75f1f01bdc98c44f39,NEXT,,chunk:dae72318a864e5902957,
chunk:dae72318a864e5902957,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:dae72318a864e5902957,
chunk:fe75f1f01bdc98c44f39,NEXT,chunk:d3a9549a6e8fb9df05a0,NEXT,,chunk:fe75f1f01bdc98c44f39,
chunk:fe75f1f01bdc98c44f39,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:fe75f1f01bdc98c44f39,
chunk:d3a9549a6e8fb9df05a0,NEXT,chunk:70035d0a715d9183a767,NEXT,,chunk:d3a9549a6e8fb9df05a0,
chunk:d3a9549a6e8fb9df05a0,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:d3a9549a6e8fb9df05a0,
chunk:70035d0a715d9183a767,NEXT,chunk:20497713a915fa5899ad,NEXT,,chunk:70035d0a715d9183a767,
chunk:70035d0a715d9183a767,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:70035d0a715d9183a767,
chunk:20497713a915fa5899ad,NEXT,chunk:90114a06559ac6eae0c7,NEXT,,chunk:20497713a915fa5899ad,
chunk:20497713a915fa5899ad,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:20497713a915fa5899ad,
chunk:90114a06559ac6eae0c7,NEXT,chunk:b0c38751eab8564b195c,NEXT,,chunk:90114a06559ac6eae0c7,
chunk:90114a06559ac6eae0c7,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:90114a06559ac6eae0c7,
chunk:b0c38751eab8564b195c,PART_OF,document:59b2998be3c30759263a,PART_OF,,chunk:b0c38751eab8564b195c,
chunk:e53264d34e43f52b79e5,NEXT,chunk:3a5a900a4780488f82c8,NEXT,,chunk:e53264d34e43f52b79e5,
chunk:e53264d34e43f52b79e5,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:e53264d34e43f52b79e5,
chunk:3a5a900a4780488f82c8,NEXT,chunk:bbf3a4e4e1a94bd9222b,NEXT,,chunk:3a5a900a4780488f82c8,
chunk:3a5a900a4780488f82c8,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:3a5a900a4780488f82c8,
chunk:bbf3a4e4e1a94bd9222b,NEXT,chunk:d6a0592bd0400e7a482b,NEXT,,chunk:bbf3a4e4e1a94bd9222b,
chunk:bbf3a4e4e1a94bd9222b,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:bbf3a4e4e1a94bd9222b,
chunk:d6a0592bd0400e7a482b,NEXT,chunk:77d92abf57489c17a6d6,NEXT,,chunk:d6a0592bd0400e7a482b,
chunk:d6a0592bd0400e7a482b,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:d6a0592bd0400e7a482b,
chunk:77d92abf57489c17a6d6,NEXT,chunk:10762214d8762e8bfcfb,NEXT,,chunk:77d92abf57489c17a6d6,
chunk:77d92abf57489c17a6d6,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:77d92abf57489c17a6d6,
chunk:10762214d8762e8bfcfb,NEXT,chunk:a6550046263e4713ea42,NEXT,,chunk:10762214d8762e8bfcfb,
chunk:10762214d8762e8bfcfb,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:10762214d8762e8bfcfb,
chunk:a6550046263e4713ea42,NEXT,chunk:3b59131fdb858825f5cf,NEXT,,chunk:a6550046263e4713ea42,
chunk:a6550046263e4713ea42,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:a6550046263e4713ea42,
chunk:3b59131fdb858825f5cf,NEXT,chunk:129968911efc63a5e937,NEXT,,chunk:3b59131fdb858825f5cf,
chunk:3b59131fdb858825f5cf,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:3b59131fdb858825f5cf,
chunk:129968911efc63a5e937,NEXT,chunk:73c07016bf1d52a6d9cb,NEXT,,chunk:129968911efc63a5e937,
chunk:129968911efc63a5e937,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:129968911efc63a5e937,
chunk:73c07016bf1d52a6d9cb,NEXT,chunk:c3a23a4f883f258f034f,NEXT,,chunk:73c07016bf1d52a6d9cb,
chunk:73c07016bf1d52a6d9cb,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:73c07016bf1d52a6d9cb,
chunk:c3a23a4f883f258f034f,NEXT,chunk:f465e337b02edd54979d,NEXT,,chunk:c3a23a4f883f258f034f,
chunk:c3a23a4f883f258f034f,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:c3a23a4f883f258f034f,
chunk:f465e337b02edd54979d,NEXT,chunk:a858b6c6f608d6964e6c,NEXT,,chunk:f465e337b02edd54979d,
chunk:f465e337b02edd54979d,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:f465e337b02edd54979d,
chunk:a858b6c6f608d6964e6c,NEXT,chunk:44a301e91b907fbcfed0,NEXT,,chunk:a858b6c6f608d6964e6c,
chunk:a858b6c6f608d6964e6c,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:a858b6c6f608d6964e6c,
chunk:44a301e91b907fbcfed0,PART_OF,document:c265395289b05dfe3f3a,PART_OF,,chunk:44a301e91b907fbcfed0,
chunk:a54211ad6f073e8ca160,NEXT,chunk:5479629e68283c30d2ce,NEXT,,chunk:a54211ad6f073e8ca160,
chunk:a54211ad6f073e8ca160,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:a54211ad6f073e8ca160,
chunk:5479629e68283c30d2ce,NEXT,chunk:6e5a36b8eb9b70b74f3d,NEXT,,chunk:5479629e68283c30d2ce,
chunk:5479629e68283c30d2ce,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:5479629e68283c30d2ce,
chunk:6e5a36b8eb9b70b74f3d,NEXT,chunk:0af94bb872cd837c3bc2,NEXT,,chunk:6e5a36b8eb9b70b74f3d,
chunk:6e5a36b8eb9b70b74f3d,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:6e5a36b8eb9b70b74f3d,
chunk:0af94bb872cd837c3bc2,NEXT,chunk:fa200b80cbaa61811aed,NEXT,,chunk:0af94bb872cd837c3bc2,
chunk:0af94bb872cd837c3bc2,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:0af94bb872cd837c3bc2,
chunk:fa200b80cbaa61811aed,NEXT,chunk:3841939e6c077971c36a,NEXT,,chunk:fa200b80cbaa61811aed,
chunk:fa200b80cbaa61811aed,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:fa200b80cbaa61811aed,
chunk:3841939e6c077971c36a,NEXT,chunk:a64ebf7f729440dcbf63,NEXT,,chunk:3841939e6c077971c36a,
chunk:3841939e6c077971c36a,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:3841939e6c077971c36a,
chunk:a64ebf7f729440dcbf63,NEXT,chunk:8817f91418dff28d1b66,NEXT,,chunk:a64ebf7f729440dcbf63,
chunk:a64ebf7f729440dcbf63,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:a64ebf7f729440dcbf63,
chunk:8817f91418dff28d1b66,NEXT,chunk:3ef9b76765cce2902da1,NEXT,,chunk:8817f91418dff28d1b66,
chunk:8817f91418dff28d1b66,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:8817f91418dff28d1b66,
chunk:3ef9b76765cce2902da1,NEXT,chunk:b9a8715165540f391198,NEXT,,chunk:3ef9b76765cce2902da1,
chunk:3ef9b76765cce2902da1,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:3ef9b76765cce2902da1,
chunk:b9a8715165540f391198,PART_OF,document:599e5e9d9f3f38783083,PART_OF,,chunk:b9a8715165540f391198,
chunk:b6710d6d6726503495ca,NEXT,chunk:bfaba0adce533b238f8e,NEXT,,chunk:b6710d6d6726503495ca,
chunk:b6710d6d6726503495ca,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:b6710d6d6726503495ca,
chunk:bfaba0adce533b238f8e,NEXT,chunk:dc762b18784029fc963a,NEXT,,chunk:bfaba0adce533b238f8e,
chunk:bfaba0adce533b238f8e,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:bfaba0adce533b238f8e,
chunk:dc762b18784029fc963a,NEXT,chunk:65e8a8216d8b330d1237,NEXT,,chunk:dc762b18784029fc963a,
chunk:dc762b18784029fc963a,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:dc762b18784029fc963a,
chunk:65e8a8216d8b330d1237,NEXT,chunk:e6b2e5759ddde89b294c,NEXT,,chunk:65e8a8216d8b330d1237,
chunk:65e8a8216d8b330d1237,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:65e8a8216d8b330d1237,
chunk:e6b2e5759ddde89b294c,NEXT,chunk:3964ee8e12685cb5e40f,NEXT,,chunk:e6b2e5759ddde89b294c,
chunk:e6b2e5759ddde89b294c,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:e6b2e5759ddde89b294c,
chunk:3964ee8e12685cb5e40f,NEXT,chunk:0957e5056e7b8ad54713,NEXT,,chunk:3964ee8e12685cb5e40f,
chunk:3964ee8e12685cb5e40f,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:3964ee8e12685cb5e40f,
chunk:0957e5056e7b8ad54713,NEXT,chunk:966754f6ff86bcc71d35,NEXT,,chunk:0957e5056e7b8ad54713,
chunk:0957e5056e7b8ad54713,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:0957e5056e7b8ad54713,
chunk:966754f6ff86bcc71d35,NEXT,chunk:bc700bfc6d64141c776a,NEXT,,chunk:966754f6ff86bcc71d35,
chunk:966754f6ff86bcc71d35,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:966754f6ff86bcc71d35,
chunk:bc700bfc6d64141c776a,NEXT,chunk:29c9b46da91cf6627693,NEXT,,chunk:bc700bfc6d64141c776a,
chunk:bc700bfc6d64141c776a,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:bc700bfc6d64141c776a,
chunk:29c9b46da91cf6627693,NEXT,chunk:8bf83b9ff2ca86d703fa,NEXT,,chunk:29c9b46da91cf6627693,
chunk:29c9b46da91cf6627693,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:29c9b46da91cf6627693,
chunk:8bf83b9ff2ca86d703fa,NEXT,chunk:0caff6259049606bae6e,NEXT,,chunk:8bf83b9ff2ca86d703fa,
chunk:8bf83b9ff2ca86d703fa,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:8bf83b9ff2ca86d703fa,
chunk:0caff6259049606bae6e,NEXT,chunk:9c4b0892b4f35b8569a4,NEXT,,chunk:0caff6259049606bae6e,
chunk:0caff6259049606bae6e,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:0caff6259049606bae6e,
chunk:9c4b0892b4f35b8569a4,NEXT,chunk:9ffa0d24c9d6ae0aa992,NEXT,,chunk:9c4b0892b4f35b8569a4,
chunk:9c4b0892b4f35b8569a4,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:9c4b0892b4f35b8569a4,
chunk:9ffa0d24c9d6ae0aa992,NEXT,chunk:8bc5534b342da447b9d9,NEXT,,chunk:9ffa0d24c9d6ae0aa992,
chunk:9ffa0d24c9d6ae0aa992,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:9ffa0d24c9d6ae0aa992,
chunk:8bc5534b342da447b9d9,NEXT,chunk:0dab6a3421fd81e6d21d,NEXT,,chunk:8bc5534b342da447b9d9,
chunk:8bc5534b342da447b9d9,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:8bc5534b342da447b9d9,
chunk:0dab6a3421fd81e6d21d,NEXT,chunk:d3bf413b592bff9ab5d9,NEXT,,chunk:0dab6a3421fd81e6d21d,
chunk:0dab6a3421fd81e6d21d,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:0dab6a3421fd81e6d21d,
chunk:d3bf413b592bff9ab5d9,NEXT,chunk:5a6a0b82190501d832ab,NEXT,,chunk:d3bf413b592bff9ab5d9,
chunk:d3bf413b592bff9ab5d9,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:d3bf413b592bff9ab5d9,
chunk:5a6a0b82190501d832ab,NEXT,chunk:3ea1d9fe397ec996c215,NEXT,,chunk:5a6a0b82190501d832ab,
chunk:5a6a0b82190501d832ab,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:5a6a0b82190501d832ab,
chunk:3ea1d9fe397ec996c215,NEXT,chunk:8d93656835d8ee773a58,NEXT,,chunk:3ea1d9fe397ec996c215,
chunk:3ea1d9fe397ec996c215,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:3ea1d9fe397ec996c215,
chunk:8d93656835d8ee773a58,NEXT,chunk:f78dfb6adf835e2032ae,NEXT,,chunk:8d93656835d8ee773a58,
chunk:8d93656835d8ee773a58,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:8d93656835d8ee773a58,
chunk:f78dfb6adf835e2032ae,NEXT,chunk:a57b2ecc7ceafeae0e2a,NEXT,,chunk:f78dfb6adf835e2032ae,
chunk:f78dfb6adf835e2032ae,PART_OF,document:12a6851565a77b060c30,PART_OF,,chunk:f78dfb6adf835e2032ae,
