source_url,domain,collected_at,crawler_identity,license_asserted,http_status,content_length,content_hash,title,crawl_depth,inferred_type,unique_chars,unique_line_ratio
https://vnexpress.net,https://vnexpress.net,2026-07-18 15:27:10,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,4948,da085add36f0bdf473197ea70ba8a9bfd29e9644875e314e350c09e1bb28ff70,"Tương quan trước trận Pháp - Anh Pháp và Anh hy vọng rời World Cup 2026 với niềm vui an ủi, khi đối đầu trong trận tranh giải ba. 49' trước",0,web_page,133,1.0
https://vnexpress.net/tin-tuc-24h,https://vnexpress.net,2026-07-18 15:27:13,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,4425,9370328d097b665d854cd48602135100390098a668958a37c3dbcde172ca6afd,"Nhiều người nói 'khổ một lần đủ rồi, đừng dại đi bước nữa', nhưng tôi không muốn sống phần đời còn lại trong tâm thế phòng thủ với hạnh phúc.",0,article,137,0.841
https://vnexpress.net/tin-tuc-24h-p2,https://vnexpress.net,2026-07-18 15:27:18,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,4293,6604812d167e8962df6211a2a32c2638401ab1145b1b39001f2625573f3dfc78,Việc đun nấu trong môi trường kín ở nhiệt độ cao của nồi áp suất phá hủy nhiều hợp chất tạo hương thơm và ngăn cản quá trình tạo màu sắc cho món ăn.,0,article,135,1.0
https://tuoitre.vn/the-gioi.htm,https://tuoitre.vn,2026-07-18 15:27:50,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,4446,1bdffb04fd7842143c8f5a287572263bd4b1099bf695f111d0c181a5b1542bb2,"Máy bay hải quân Mỹ bay sát đầu đám đông: Ông Hùng Cao nói 'không vấn đề', chỉ huy thừa nhận không an toàn",0,government_document,125,0.807
https://tuoitre.vn/giai-tri.htm,https://tuoitre.vn,2026-07-18 15:28:00,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,6406,c08771a30d7afa28d62645108517cae1e9e44fdd40230bf05fa330a4d89c3d02,Bí ẩn ca khúc vang lên trước giờ bóng lăn ở World Cup 2026,0,web_page,131,0.594
https://tuoitre.vn/kinh-doanh.htm,https://tuoitre.vn,2026-07-18 15:28:02,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,5341,f312b3bacde631d1d17b57352cc9cb3471462dbb959109b432f4c1843148f109,Giá vàng miếng SJC tăng gần 1 triệu đồng/lượng,0,government_document,132,0.741
https://tuoitre.vn/du-lich.htm,https://tuoitre.vn,2026-07-18 15:28:10,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,5697,fd171172ea2f136d78ea10221767446a67766b163ae49db3666292db91ad8b77,"Festival biển 2026: Ngắm diều khổng lồ, vận động viên lướt ván trên vịnh Nha Trang",0,web_page,132,0.789
https://tuoitre.vn/khoa-hoc.htm,https://tuoitre.vn,2026-07-18 15:28:24,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,3842,05342ab38129a2bd3e9c7a221325b94510a73cd45c82183308f17a1f8b0d7aca,Chính phủ giao Vườn quốc gia Cát Tiên cho Đồng Nai quản lý,0,web_page,123,0.867
https://tuoitre.vn/mekong-xanh.htm,https://tuoitre.vn,2026-07-18 15:28:34,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,6034,c164dd5d05f0c27f711b68d9a1b373251d561f3a7330e63a63f9313fb89f4db5,Đi xem các mô hình đô thị xanh tại TP.HCM,0,government_document,126,0.841
https://tuoitre.vn/van-hoa.htm,https://tuoitre.vn,2026-07-18 15:28:40,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,6221,1fe81791733d2ea5fa190b5bf12b480b22b52d8ac3c102c1deb1777dd82716d5,Nhịp đập metro,0,web_page,136,0.667
https://tuoitre.vn/cong-nghe.htm,https://tuoitre.vn,2026-07-18 15:28:43,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,7304,ea3cbded8906d7d352bf5251921c84282387070046d88e358ed33ed79a156d02,"OpenAI khai tử trình duyệt Atlas, chuyển các tính năng sang ChatGPT",0,web_page,133,0.69
https://tuoitre.vn/tuoi-tre-cuoi-tuan.htm,https://tuoitre.vn,2026-07-18 15:28:58,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,4962,251fed41c3c9c6b032a7dd01ba4b6dd0e5dce384636836bec134beac68c3574a,Những ốc đảo đô thị,0,web_page,128,0.676
https://tuoitre.vn/euro-2024.htm,https://tuoitre.vn,2026-07-18 15:29:03,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,4887,7c9df78aa9851867f5d348b6cf7a07e0c85117c65c2ebdce3951770810ad2093,Những ngôi sao đổi đời sau Euro 2024,0,web_page,125,0.684
https://tuoitre.vn/world-cup-2026.htm,https://tuoitre.vn,2026-07-18 15:29:11,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,4578,cbcb991b32567baa67b364d76c60e5b980257c38458e33688e123cdc1191e0a2,"Dự đoán tỉ số World Cup: Mbappe nổ súng, Pháp thắng Anh",0,web_page,129,0.604
https://tuoitre.vn/robusta.htm,https://tuoitre.vn,2026-07-18 15:29:14,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,5754,e0a06f3ddb11d8e2844efd0f52bf198af34d0fbd57baea46f18ce08444b0f304,Cà phê vợt có gì khiến bạn trẻ Sài Gòn mê đắm?,0,web_page,121,0.5
https://tuoitre.vn/da-nang.htm,https://tuoitre.vn,2026-07-18 15:29:17,VN-LLM-Data-Collector/1.0,Public / Legally Published Exception (Article 37a/Decree 134),200,7893,2bb00d63d70bbd11f96928083877065609da8e9dc0c3782fe98df07d4691a456,Đà Nẵng tiếp tục nối dài đường vành đai phía Tây đến cao tốc La Sơn - Túy Loan,0,web_page,140,0.773
